Voltage_0,Voltage_1
Volts,Volts
Time,Time
4.00E-01,4.00E-01
0.001,0.001
,
Voltage,Voltage_0
0.987519,0.850534
0.985907,0.8096
0.988808,0.778013
0.990097,0.762219
0.989453,0.754806
0.991064,0.751583
0.988808,0.750938
0.989775,0.75255
0.993321,0.765765
0.991709,0.785426
0.986552,0.816691
0.991387,0.85827
0.991387,0.912419
0.993321,0.975271
0.989453,1.04328
0.993321,1.123537
0.991387,1.21024
0.991387,1.279861
0.991709,1.328853
0.99042,1.349159
0.992031,1.31306
0.991387,1.224422
0.992354,1.108388
0.994288,1.001056
0.994932,0.934337
0.99461,0.907262
0.992031,0.916609
0.992354,0.957866
0.990097,1.041346
0.990742,1.170917
0.992354,1.29372
0.993643,1.362696
0.992998,1.381713
0.994932,1.335622
0.992354,1.225389
0.990742,1.078735
0.994288,0.947874
0.992998,0.861815
0.993965,0.80122
0.992354,0.756418
0.993643,0.711938
0.993643,0.684219
0.995899,0.665524
0.995899,0.657466
0.996221,0.662623
0.995254,0.693566
0.995254,0.722252
0.992676,0.783492
0.994932,0.859237
0.997511,0.949163
0.997188,1.052305
0.9988,1.136429
0.999122,1.158025
0.998478,1.156735
0.999767,1.141587
1.000412,1.125471
1.000089,1.101297
1.002023,1.06423
1.007503,1.020718
1.005246,0.982039
1.005246,0.952709
1.005246,0.928857
1.006858,0.909196
1.005246,0.892113
1.00718,0.86246
1.00847,0.832807
1.009759,0.803476
1.008792,0.783814
1.010726,0.781558
1.012337,0.789294
1.011048,0.814112
1.013627,0.85279
1.01556,0.898559
1.018139,0.944651
1.017494,0.982039
1.01685,1.00718
1.01685,1.022651
1.019751,1.028131
1.016527,1.025875
1.02104,1.00718
1.020718,0.976238
1.02104,0.939171
1.019106,0.896303
1.024908,0.851179
1.022974,0.809922
1.023296,0.779947
1.024585,0.75126
1.024263,0.747715
1.030065,0.760285
1.026519,0.788649
1.028453,0.828939
1.030387,0.878898
1.028775,0.93208
1.027486,0.973982
1.030387,1.014594
1.030387,1.044247
1.029742,1.062619
1.027164,1.067131
1.031354,1.053272
1.030065,1.020395
,
2,
100,100
20-10-23,20-10-23
20:18.7,20:18.7
Volts,Volts
Time,Time
5.00E-01,5.00E-01
0.001,0.001
,
Voltage,Voltage_0
1.032966,0.991387
1.032643,0.978494
1.032643,0.973982
1.032966,0.9988
1.031676,1.050048
1.031999,1.124826
1.034577,1.212496
1.036511,1.300167
1.032643,1.374622
1.035222,1.413945
1.037478,1.415557
1.038445,1.385581
1.040379,1.331432
1.040057,1.273092
1.038767,1.21572
1.039734,1.154802
1.039734,1.083247
1.041668,1.00847
1.041024,0.942717
1.040057,0.891146
1.04328,0.853435
1.040701,0.826683
1.040379,0.805087
1.044569,0.793484
1.043924,0.793162
1.043924,0.794773
1.044569,0.798641
1.048437,0.798641
1.049404,0.794451
1.050048,0.788649
1.05166,0.782203
1.051015,0.77898
1.054883,0.783492
1.054239,0.78736
1.051982,0.785748
1.055528,0.787038
1.057462,0.79993
1.056495,0.820236
1.055528,0.85279
1.06004,0.889857
1.06133,0.914353
1.06552,0.903394
1.063908,0.864071
1.06423,0.82217
1.067776,0.789938
1.068421,0.776401
1.070032,0.771889
1.063586,0.780591
1.070032,0.800575
1.070999,0.833129
1.070999,0.880832
1.073255,0.93208
1.0739,1.016527
1.077445,1.103875
1.078735,1.15738
1.075834,1.155446
1.08228,1.099041
1.082925,1.018139
1.080024,0.944973
1.081958,0.891468
1.082925,0.851501
1.082925,0.830873
1.083892,0.806377
1.083569,0.794451
1.08647,0.791228
1.085181,0.787038
1.087437,0.785104
1.08776,0.787682
1.08647,0.825393
1.087437,0.894692
1.09195,1.004602
1.091305,1.155769
1.088082,1.277927
1.092917,1.334977
1.091305,1.316927
1.095173,1.238604
1.093239,1.129339
1.090016,1.018461
1.09195,0.934014
1.094206,0.886956
1.092917,0.834418
1.095817,0.803153
1.093884,0.780269
1.094851,0.766732
1.094851,0.757384
1.094528,0.761897
1.097107,0.782848
1.10033,0.819914
1.09614,0.868906
1.096784,0.929179
1.097751,0.988808
1.097107,1.030065
1.096462,1.0378
1.097107,1.030065
1.096462,1.002023
1.098074,0.998155
1.096784,1.009114
1.094528,1.030065
1.097107,1.054883
1.095495,1.061974
,
2,
100,100
20-10-23,20-10-23
20:18.8,20:18.8
Volts,Volts
Time,Time
6.00E-01,6.00E-01
0.001,0.001
,
Voltage,Voltage_0
1.09614,1.02104
1.095173,0.951419
1.096462,0.885022
1.096784,0.835708
1.09614,0.801542
1.096784,0.774467
1.098718,0.755451
1.096784,0.746426
1.096462,0.745459
1.097107,0.76093
1.099041,0.789938
1.094851,0.828939
1.097429,0.867295
1.099041,0.894047
1.09614,0.899204
1.099363,0.882443
1.099041,0.874063
1.098396,0.870518
1.099685,0.870195
1.101619,0.866972
1.100652,0.864071
1.099685,0.868262
1.10033,0.884055
1.10033,0.920477
1.10033,0.946585
1.100975,0.981073
1.099685,1.011693
1.100652,1.0349
1.100008,1.042635
1.099685,1.032643
1.101297,1.00847
1.102908,0.971725
1.101942,0.922088
1.101619,0.882443
1.103231,0.854724
1.101942,0.841187
1.105809,0.842798
1.106132,0.860204
1.105809,0.894369
1.105487,0.934014
1.103231,0.981717
1.105809,1.016205
1.106776,1.033288
1.106454,1.01266
1.10452,0.963667
1.106776,0.916287
1.105165,0.880187
1.10871,0.85279
1.106454,0.821203
1.108066,0.791872
1.109999,0.767699
1.1129,0.755773
1.113223,0.764153
1.110322,0.799608
1.109355,0.866005
1.1129,0.965924
1.111933,1.094206
1.1129,1.207662
1.113867,1.247951
1.11419,1.217653
1.109033,1.151578
1.114512,1.0739
1.113545,1.000089
1.11419,0.947229
1.1129,0.911774
1.11419,0.877286
1.111289,0.849245
1.115157,0.826683
1.112256,0.807021
1.11709,0.796385
1.117413,0.801542
1.117735,0.819269
1.119669,0.846666
1.117735,0.858592
1.119024,0.855369
1.119347,0.839575
1.11709,0.824426
1.119991,0.818302
1.121603,0.814757
1.120314,0.817658
1.121281,0.826038
1.123537,0.84022
1.124181,0.863104
1.125471,0.885667
1.124826,0.892758
1.128049,0.879543
1.127082,0.864394
1.124826,0.843765
1.12676,0.841832
1.128049,0.856658
1.128049,0.885022
1.129339,0.920477
1.131272,0.947552
1.130628,0.969469
1.13514,0.983329
1.131917,0.995577
1.135785,1.022974
1.135785,1.072933
1.137074,1.138363
1.135785,1.202827
,
2,
100,100
20-10-23,20-10-23
20:18.9,20:18.9
Volts,Volts
Time,Time
7.00E-01,7.00E-01
0.001,0.001
,
Voltage,Voltage_0
1.137396,1.223133
1.141264,1.157702
1.138363,1.023941
1.138363,0.910485
1.138363,0.850856
1.13933,0.803798
1.14062,0.782203
1.140942,0.778013
1.14062,0.788972
1.142231,0.81379
1.141264,0.837964
1.141909,0.891791
1.144487,0.973659
1.145132,1.095495
1.146421,1.221844
1.147388,1.299844
1.146421,1.306935
1.146099,1.254075
1.144165,1.158347
1.146744,1.044247
1.146744,0.942717
1.149,0.868906
1.149645,0.823459
1.150611,0.776401
1.148033,0.758674
1.149967,0.757707
1.151901,0.771566
1.149967,0.789294
1.155124,0.820881
1.154157,0.865683
1.156735,0.921444
1.158669,0.979461
1.156735,1.028453
1.160603,1.063263
1.159314,1.068098
1.159314,1.024908
1.161248,0.95432
1.160281,0.900493
1.16576,0.840542
1.162537,0.793162
1.163182,0.75674
1.163182,0.729343
1.166083,0.715161
1.166405,0.698078
1.166083,0.700979
1.169951,0.712905
1.17124,0.736756
1.166083,0.770277
1.169306,0.818302
1.171562,0.860848
1.169951,0.900171
1.166083,0.935948
1.17124,0.976238
1.170273,1.03909
1.172529,1.133529
1.170595,1.247951
1.169306,1.351738
1.173496,1.416524
1.170917,1.430705
1.169951,1.384936
1.170595,1.277282
1.170273,1.144165
1.171884,1.018784
1.170917,0.93337
1.171562,0.873741
1.173174,0.831195
1.168339,0.802831
1.17124,0.785104
1.17124,0.778657
1.169628,0.798319
1.17124,0.812823
1.170917,0.849889
1.171884,0.898559
1.170917,0.959477
1.172529,1.032321
1.171562,1.091305
1.171884,1.111933
1.17124,1.079379
1.172851,1.03361
1.172529,0.977527
1.17124,0.921444
1.172851,0.867939
1.174463,0.822493
1.176075,0.779302
1.17543,0.735467
1.174463,0.708715
1.171884,0.681962
1.173496,0.682285
1.172207,0.6984
1.173174,0.73031
1.172851,0.760285
1.174785,0.801542
1.176075,0.837641
1.174785,0.870518
1.178975,0.911774
1.176397,0.965924
1.177364,1.034577
1.174463,1.094851
1.176075,1.129339
1.177364,1.09195
,
2,
100,100
20-10-23,20-10-23
20:19.0,20:19.0
Volts,Volts
Time,Time
8.00E-01,8.00E-01
0.001,0.001
,
Voltage,Voltage_0
1.176719,1.035544
1.177364,0.96818
1.172851,0.907584
1.17543,0.853435
1.176397,0.80412
1.177041,0.765442
1.176719,0.728698
1.174463,0.716773
1.178653,0.717739
1.178975,0.731599
1.177364,0.749004
1.177686,0.77479
1.178975,0.807021
1.177364,0.847956
1.177041,0.901138
1.178331,0.973659
1.178975,1.073578
1.179942,1.186389
1.176397,1.287919
1.176719,1.34787
1.177364,1.357862
1.177686,1.314349
1.178653,1.227645
1.178008,1.093884
1.176719,0.957543
1.178653,0.865683
1.179298,0.801864
1.183488,0.764475
1.17962,0.749004
1.180265,0.756095
1.178653,0.790261
1.178975,0.81798
1.181876,0.857625
1.180265,0.891146
1.177364,0.921766
1.17962,0.961089
1.181232,1.007825
1.180587,1.036189
1.17962,1.060685
1.180587,1.072288
1.17962,1.058106
1.182521,1.02523
1.182521,0.989453
1.183166,0.949163
1.184132,0.905973
1.180909,0.860526
1.18381,0.817658
1.181232,0.796063
1.184132,0.771889
1.178653,0.779947
1.181554,0.8096
1.184455,0.859237
1.181232,0.926923
1.184132,1.005569
1.18381,1.103875
1.182521,1.181876
1.181876,1.221844
1.182199,1.211529
1.186066,1.160926
1.185422,1.085826
1.187356,1.003957
1.186066,0.935626
1.187356,0.887601
1.185744,0.854402
1.184777,0.832807
1.189612,0.82636
1.184777,0.830873
1.182199,0.84441
1.182521,0.860204
1.187033,0.877286
1.184455,0.899526
1.182843,0.913386
1.184132,0.941105
1.186066,0.983006
1.187678,1.040701
1.183488,1.096784
1.185099,1.135463
1.188645,1.148033
1.184777,1.127082
1.187033,1.067776
1.186389,0.986874
1.186389,0.921122
1.184132,0.877931
1.186389,0.849245
1.184132,0.828939
1.183488,0.816691
1.18381,0.808955
1.186066,0.79993
1.185422,0.788972
1.187033,0.768666
1.186711,0.767054
1.189934,0.777368
1.188,0.797029
1.187033,0.825393
1.191223,0.857625
1.189934,0.893402
1.188,0.917898
1.186389,0.944651
1.186389,0.968824
1.18381,0.992676
,
2,
100,100
20-10-23,20-10-23
20:19.1,20:19.1
Volts,Volts
Time,Time
9.00E-01,9.00E-01
0.001,0.001
,
Voltage,Voltage_0
1.187033,1.015238
1.184777,1.035866
1.185099,1.053594
1.184455,1.068743
1.182521,1.078735
1.182843,1.098396
1.181876,1.111289
1.180265,1.10452
1.181232,1.092594
1.181876,1.088404
1.181876,1.07809
1.184455,1.047792
1.181232,1.004924
1.180909,0.952386
1.178008,0.898559
1.180909,0.849245
1.179298,0.816368
1.178653,0.784137
1.17124,0.763831
1.17962,0.749004
1.178653,0.743203
1.178331,0.7345
1.178975,0.737401
1.177686,0.739012
1.179298,0.739979
1.178331,0.741269
1.177686,0.743525
1.178653,0.758674
1.176719,0.768343
1.172851,0.788972
1.175108,0.815724
1.178008,0.85408
1.17543,0.906295
1.176397,0.997511
1.17543,1.137074
1.17543,1.266323
1.172529,1.343357
1.172529,1.358184
1.174785,1.327886
1.172851,1.267935
1.171884,1.184777
1.175752,1.084214
1.173818,0.979783
1.173818,0.899849
1.172207,0.847956
1.172207,0.822815
1.168984,0.838608
1.169951,0.863749
1.168017,0.920477
1.166083,1.002023
1.166727,1.092272
1.168017,1.149
1.164793,1.162215
1.166083,1.124181
1.162537,1.042635
1.16157,0.950452
1.162215,0.878898
1.16157,0.827005
1.160603,0.784137
1.161893,0.749327
1.160281,0.723864
1.160603,0.712582
1.158992,0.720963
1.158992,0.745136
1.156735,0.781881
1.156091,0.827005
1.156413,0.870518
1.155769,0.899849
1.153835,0.917898
1.152545,0.928857
1.154157,0.9237
1.154802,0.904039
1.153512,0.876319
1.150611,0.847311
1.152868,0.822815
1.146421,0.808311
1.149322,0.79155
1.147066,0.78317
1.146099,0.780914
1.145454,0.79155
1.14352,0.818302
1.142554,0.853757
1.14352,0.916609
1.140297,1.006858
1.142554,1.104198
1.14352,1.185422
1.146099,1.245695
1.14062,1.280183
1.135463,1.277605
1.136752,1.235381
1.138686,1.168984
1.136752,1.086793
1.134818,1.003312
1.135463,0.934014
1.134496,0.889857
1.131595,0.848278
1.136429,0.826038
1.132884,0.811856
1.129983,0.801542
1.127727,0.794773
,
2,
100,100
20-10-23,20-10-23
20:19.2,20:19.2
Volts,Volts
Time,Time
1.00E+00,1.00E+00
0.001,0.001
,
Voltage,Voltage_0
1.129016,0.779302
1.128372,0.775112
1.128049,0.768021
1.126438,0.758674
1.126438,0.748037
1.128049,0.742236
1.127082,0.74836
1.126115,0.766087
1.124504,0.788005
1.122248,0.813468
1.122892,0.845377
1.122892,0.879543
1.121925,0.928857
1.12257,0.988808
1.12257,1.053272
1.121281,1.121281
1.121925,1.192835
1.12257,1.266001
1.118057,1.337556
1.11709,1.390093
1.118702,1.409433
1.116768,1.392672
1.116768,1.34787
1.117735,1.288563
1.117413,1.213141
1.116768,1.118702
1.11419,1.028775
1.115479,0.976238
1.112578,0.974304
1.113545,0.995899
1.1129,1.041346
1.113545,1.081313
1.109999,1.090983
1.110966,1.055528
1.110644,0.987197
1.112578,0.920799
1.106454,0.860526
1.108388,0.797996
1.109677,0.75126
1.110322,0.716773
1.10871,0.696789
1.108388,0.689053
1.108066,0.693566
1.109677,0.706781
1.104198,0.732888
1.106132,0.764798
1.107099,0.800253
1.104198,0.833451
1.103875,0.870518
1.105165,0.913708
1.106776,0.958188
1.106776,0.9988
1.107421,1.018139
1.105165,1.013304
1.106132,0.987519
1.103875,0.950452
1.108388,0.913708
1.109033,0.889857
1.103231,0.856658
1.104198,0.836674
1.105165,0.821526
1.104198,0.8096
1.104198,0.80412
1.103875,0.798641
1.105487,0.818302
1.104842,0.853757
1.108388,0.906617
1.107099,0.971725
1.106776,1.029098
1.105165,1.054239
1.106454,1.051015
1.104842,1.038123
1.104198,1.031032
1.103553,1.006536
1.103231,0.9988
1.105165,1.001379
1.10033,1.012015
1.102264,1.0349
1.099685,1.055528
1.103231,1.058106
1.102908,1.044247
1.103875,1.018461
1.104198,0.978494
1.10033,0.952064
1.101297,0.92789
1.10452,0.906295
1.106132,0.89308
1.105487,0.896625
1.103231,0.912419
1.101297,0.93627
1.102264,0.965279
1.101619,1.002345
1.103553,1.013627
1.099685,1.020395
1.102586,1.00847
1.099363,0.973659
1.104198,0.928213
1.103553,0.888568
1.101942,0.855691
1.101619,0.821848
,
2,
100,100
20-10-23,20-10-23
20:19.3,20:19.3
Volts,Volts
Time,Time
1.10E+00,1.10E+00
0.001,0.001
,
Voltage,Voltage_0
1.101942,0.801542
1.100975,0.792195
1.105165,0.791228
1.102586,0.802831
1.101619,0.842154
1.103553,0.913708
1.100652,1.029742
1.102586,1.172529
1.101619,1.255365
1.102586,1.273737
1.101297,1.240538
1.101942,1.193802
1.103553,1.137396
1.099363,1.072611
1.101942,0.999445
1.102264,0.928213
1.103875,0.862782
1.101297,0.793484
1.099041,0.736434
1.102586,0.694855
1.104198,0.670681
1.103231,0.663268
1.103553,0.672293
1.104198,0.6984
1.104842,0.729343
1.103875,0.762542
1.102908,0.801542
1.103875,0.848278
1.103553,0.890501
1.103875,0.94175
1.10452,0.979139
1.103875,0.991387
1.10871,0.978816
1.106132,0.947229
1.106454,0.906295
1.103231,0.866328
1.106132,0.831517
1.107421,0.807344
1.106454,0.79574
1.101619,0.799608
1.103553,0.82217
1.103553,0.862138
1.101619,0.912741
1.105165,0.973337
1.104198,1.044569
1.101619,1.098718
1.099363,1.135463
1.10033,1.153835
1.10452,1.151578
1.104198,1.134496
1.102586,1.120958
1.101942,1.124826
1.103231,1.144487
1.101619,1.17124
1.101297,1.19219
1.099685,1.197025
1.098074,1.181232
1.098074,1.143843
1.099685,1.084536
1.097751,1.018139
1.095495,0.957543
1.093561,0.909196
1.096462,0.869873
1.095817,0.837641
1.093561,0.811534
1.094528,0.779624
1.095173,0.762219
1.093239,0.751905
1.094206,0.747715
1.094528,0.75126
1.095173,0.762542
1.094206,0.789938
1.092917,0.812501
1.094528,0.849889
1.093239,0.889857
1.092272,0.934659
1.094851,0.981395
1.093239,1.010726
1.092917,1.007503
1.089371,0.994932
1.092594,0.975915
1.09066,0.959477
1.093239,0.944651
1.091305,0.926279
1.092917,0.900816
1.090016,0.875675
1.092594,0.85698
1.089049,0.856658
1.090016,0.841832
1.089049,0.839253
1.088404,0.84022
1.088727,0.845699
1.089049,0.85279
1.087115,0.850212
1.086148,0.849889
1.084859,0.853113
1.087115,0.864716
1.088082,0.885989
1.083892,0.920477
1.083247,0.967213
,
2,
100,100
20-10-23,20-10-23
20:19.4,20:19.4
Volts,Volts
Time,Time
1.20E+00,1.20E+00
0.001,0.001
,
Voltage,Voltage_0
1.084859,1.029742
1.082925,1.098396
1.082925,1.166727
1.08228,1.227645
1.083569,1.251175
1.080346,1.250852
1.079057,1.207339
1.078412,1.127405
1.080024,1.031354
1.077768,0.95851
1.076478,0.914675
1.078412,0.893402
1.075511,0.887278
1.077445,0.877931
1.0739,0.878576
1.075189,0.876319
1.077445,0.874063
1.074867,0.87503
1.071644,0.878576
1.074867,0.889857
1.073255,0.909196
1.071644,0.951097
1.071321,0.985263
1.068743,1.023618
1.068421,1.048115
1.066809,1.046503
1.067131,1.012337
1.06423,0.970114
1.06552,0.935626
1.064553,0.90984
1.062941,0.88889
1.062941,0.881154
1.063908,0.880187
1.064875,0.884055
1.06133,0.894369
1.062941,0.910163
1.059073,0.930469
1.060363,0.955287
1.059718,0.991064
1.056817,1.00718
1.05585,1.028131
1.055528,1.040379
1.051982,1.042313
1.053916,1.030387
1.048437,1.008147
1.051338,0.986874
1.050693,0.970436
1.047792,0.947874
1.049081,0.935626
1.046181,0.929502
1.045536,0.928213
1.047792,0.931436
1.045858,0.939494
1.045858,0.945618
1.040379,0.946262
1.040057,0.94175
1.04199,0.936593
1.038767,0.924345
1.036511,0.91951
1.036833,0.91951
1.0349,0.924667
1.034577,0.930791
1.032966,0.938204
1.034255,0.947874
1.032321,0.946907
1.030387,0.949485
1.031999,0.946585
1.030387,0.937237
1.031999,0.925312
1.027486,0.912419
1.024908,0.903072
1.023941,0.899204
1.02523,0.900493
1.024263,0.91532
1.021685,0.914031
1.018139,0.917898
1.020395,0.917576
1.01556,0.912419
1.01685,0.901138
1.016205,0.891146
1.015238,0.878576
1.01556,0.882766
1.014594,0.895981
1.015238,0.916287
1.014594,0.948196
1.012015,0.999445
1.012015,1.071644
1.007825,1.148355
1.010726,1.207339
1.008147,1.235703
1.006536,1.225389
1.005246,1.196058
1.005891,1.13514
1.002345,1.069065
1.004602,1.002345
1.000412,0.953031
0.999767,0.925956
0.999767,0.921766
