Voltage_0,Voltage_1
0.132735,0.918543
0.131123,0.920477
0.132413,0.921766
0.13209,0.925956
0.130479,0.927568
0.130156,0.926601
0.131446,0.932403
0.13209,0.938204
0.134669,0.943039
0.132735,0.946262
0.131446,0.948196
0.131446,0.946907
0.132413,0.956576
0.13338,0.946262
0.134024,0.94175
0.130156,0.938527
0.131768,0.934337
0.132735,0.930791
0.131768,0.925634
0.131446,0.916609
0.131768,0.915642
0.132735,0.916287
0.134669,0.918543
0.13338,0.922411
0.133702,0.926923
0.130156,0.933047
0.133702,0.946907
0.131768,0.948196
0.13209,0.953998
0.131123,0.957543
0.131123,0.95851
0.131768,0.957221
0.129834,0.948841
0.129834,0.94175
0.131768,0.93756
0.135313,0.931436
0.134346,0.925634
0.133702,0.919832
0.132413,0.914353
0.131768,0.911452
0.132735,0.916931
0.130156,0.914675
0.131768,0.921444
0.130156,0.926923
0.130156,0.93337
0.133702,0.940783
0.130479,0.939171
0.130801,0.942072
0.130479,0.94594
0.132735,0.947874
0.135313,0.947552
0.133702,0.944328
0.131768,0.940138
0.134991,0.934659
0.131768,0.935948
0.134346,0.924345
0.13338,0.91951
0.131446,0.914998
0.131768,0.912419
0.131768,0.91113
0.131768,0.901783
0.131446,0.903394
0.131123,0.905973
0.130156,0.910807
0.132413,0.916931
0.132735,0.923055
0.134024,0.930469
0.132735,0.94175
0.133057,0.944006
0.132735,0.951097
0.130156,0.953031
0.132413,0.95432
0.132413,0.953353
0.133702,0.950775
0.131123,0.935626
0.130801,0.929179
0.131123,0.922088
0.133702,0.916931
0.135313,0.912419
0.133057,0.908873
0.133702,0.907584
0.13209,0.912419
0.134669,0.914998
0.134669,0.918865
0.133057,0.9237
0.131768,0.931113
0.13338,0.93756
0.132735,0.943361
0.132413,0.937882
0.133057,0.942072
0.134991,0.943361
0.135958,0.943039
0.133057,0.940138
0.13628,0.937237
0.134024,0.930791
0.13209,0.933692
0.132735,0.925312
0.134346,0.921444
,
