Time,Value
21.306,1.230327
21.307,1.214827
21.308,1.199813
21.309,1.185258
21.31,1.171135
21.311,1.15742
21.312,1.144087
21.313,1.131113
21.314,1.118475
21.315,1.10615
21.316,1.094117
21.317,1.082354
21.318,1.070842
21.319,1.059562
21.32,1.048496
21.321,1.037626
21.322,1.026936
21.323,1.01641
21.324,1.006036
21.325,0.995797
21.326,0.985683
21.327,0.975681
21.328,0.96578
21.329,0.95597
21.33,0.946241
21.331,0.936586
21.332,0.926996
21.333,0.917463
21.334,0.907983
21.335,0.898549
21.336,0.889156
21.337,0.879799
21.338,0.870476
21.339,0.861182
21.34,0.851916
21.341,0.842675
21.342,0.833457
21.343,0.824261
21.344,0.815088
21.345,0.805936
21.346,0.796805
21.347,0.787697
21.348,0.778612
21.349,0.76955
21.35,0.760514
21.351,0.751505
21.352,0.742524
21.353,0.733574
21.354,0.724656
21.355,0.715774
21.356,0.706928
21.357,0.698121
21.358,0.689357
21.359,0.680637
21.36,0.671964
21.361,0.66334
21.362,0.654769
21.363,0.646253
21.364,0.637795
21.365,0.629396
21.366,0.621061
21.367,0.612791
21.368,0.604589
21.369,0.596456
21.37,0.588396
21.371,0.580411
21.372,0.572502
21.373,0.564671
21.374,0.556921
21.375,0.549252
21.376,0.541667
21.377,0.534167
21.378,0.526753
21.379,0.519426
21.38,0.512188
21.381,0.505039
21.382,0.49798
21.383,0.491012
21.384,0.484136
21.385,0.477352
21.386,0.47066
21.387,0.46406
21.388,0.457554
21.389,0.45114
21.39,0.444818
21.391,0.438589
21.392,0.432453
21.393,0.426408
21.394,0.420454
21.395,0.41459
21.396,0.408817
21.397,0.403133
21.398,0.397536
21.399,0.392028
21.4,0.386605
21.401,0.381269
21.402,0.376016
21.403,0.370847
21.404,0.36576
21.405,0.360755
21.406,0.355829
21.407,0.350982
21.408,0.346212
21.409,0.341519
21.41,0.3369
21.411,0.332355
21.412,0.327882
21.413,0.32348
21.414,0.319148
21.415,0.314883
21.416,0.310685
21.417,0.306552
21.418,0.302483
21.419,0.298476
21.42,0.294531
21.421,0.290644
21.422,0.286817
21.423,0.283046
21.424,0.279331
21.425,0.27567
21.426,0.272063
21.427,0.268508
21.428,0.265004
21.429,0.261551
21.43,0.258146
21.431,0.254788
21.432,0.251478
21.433,0.248213
21.434,0.244993
21.435,0.241816
21.436,0.238681
21.437,0.235588
21.438,0.232536
21.439,0.229524
21.44,0.22655
21.441,0.223615
21.442,0.220717
21.443,0.217856
21.444,0.215031
21.445,0.212241
21.446,0.209486
21.447,0.206765
21.448,0.204078
21.449,0.201424
21.45,0.198803
21.451,0.196213
21.452,0.193655
21.453,0.191128
21.454,0.188631
21.455,0.186165
21.456,0.183728
21.457,0.18132
21.458,0.178941
21.459,0.17659
21.46,0.174268
21.461,0.171973
21.462,0.169706
21.463,0.167466
21.464,0.165253
21.465,0.163066
21.466,0.160906
21.467,0.158772
21.468,0.156664
21.469,0.154582
21.47,0.152525
21.471,0.150493
21.472,0.148486
21.473,0.146504
21.474,0.144546
21.475,0.142612
21.476,0.140702
21.477,0.138816
21.478,0.136953
21.479,0.135113
21.48,0.133297
21.481,0.131503
21.482,0.129732
21.483,0.127983
21.484,0.126257
21.485,0.124552
21.486,0.12287
21.487,0.12121
21.488,0.119571
21.489,0.117953
21.49,0.116357
21.491,0.114782
21.492,0.113227
21.493,0.111694
21.494,0.11018
21.495,0.108687
21.496,0.107213
21.497,0.105759
21.498,0.104324
21.499,0.102909
21.5,0.101512
21.501,0.100135
21.502,0.098776
21.503,0.097435
21.504,0.096113
21.505,0.094808
21.506,0.093522
21.507,0.092253
21.508,0.091001
21.509,0.089766
21.51,0.088549
21.511,0.087348
21.512,0.086163
21.513,0.084995
21.514,0.083843
21.515,0.082706
21.516,0.081585
21.517,0.080479
21.518,0.079389
21.519,0.078313
21.52,0.077252
21.521,0.076205
21.522,0.075172
21.523,0.074153
21.524,0.073148
21.525,0.072156
21.526,0.071178
21.527,0.070214
21.528,0.069262
21.529,0.068323
21.53,0.067397
21.531,0.066483
21.532,0.065582
21.533,0.064693
21.534,0.063816
21.535,0.06295
21.536,0.062096
21.537,0.061254
21.538,0.060423
21.539,0.059603
21.54,0.058794
21.541,0.057997
21.542,0.05721
21.543,0.056434
21.544,0.055669
21.545,0.054914
21.546,0.05417
21.547,0.053436
21.548,0.052713
21.549,0.052
21.55,0.051297
21.551,0.050604
21.552,0.049921
21.553,0.049248
21.554,0.048585
21.555,0.047931
21.556,0.047286
21.557,0.046649
21.558,0.046022
21.559,0.045404
21.56,0.044794
21.561,0.044192
21.562,0.043599
21.563,0.043013
21.564,0.042436
21.565,0.041867
21.566,0.041305
21.567,0.040751
21.568,0.040205
21.569,0.039666
21.57,0.039135
21.571,0.038611
21.572,0.038094
21.573,0.037585
21.574,0.037083
21.575,0.036588
21.576,0.0361
21.577,0.035619
21.578,0.035144
21.579,0.034676
21.58,0.034215
21.581,0.03376
21.582,0.03331
21.583,0.032868
21.584,0.03243
21.585,0.031999
21.586,0.031574
21.587,0.031154
21.588,0.03074
21.589,0.030332
21.59,0.029929
21.591,0.029531
21.592,0.029138
21.593,0.028751
21.594,0.028369
21.595,0.027991
21.596,0.027619
21.597,0.027251
21.598,0.026889
21.599,0.026531
21.6,0.026178
21.601,0.02583
21.602,0.025486
21.603,0.025148
21.604,0.024814
21.605,0.024485
21.606,0.024161
21.607,0.023841
21.608,0.023525
21.609,0.023214
21.61,0.022908
21.611,0.022606
21.612,0.022307
21.613,0.022013
21.614,0.021723
21.615,0.021438
21.616,0.021156
21.617,0.020877
21.618,0.020603
21.619,0.020333
21.62,0.020066
21.621,0.019803
21.622,0.019543
21.623,0.019287
21.624,0.019035
21.625,0.018787
21.626,0.018542
21.627,0.018301
21.628,0.018063
21.629,0.017828
21.63,0.017597
21.631,0.01737
21.632,0.017145
21.633,0.016924
21.634,0.016706
21.635,0.016491
21.636,0.016279
21.637,0.016069
21.638,0.015862
21.639,0.015658
21.64,0.015456
21.641,0.015257
21.642,0.01506
21.643,0.014866
21.644,0.014675
21.645,0.014486
21.646,0.0143
21.647,0.014117
21.648,0.013937
21.649,0.013759
21.65,0.013584
21.651,0.013411
21.652,0.013242
21.653,0.013074
21.654,0.01291
21.655,0.012748
21.656,0.012588
21.657,0.01243
21.658,0.012275
21.659,0.012121
21.66,0.01197
21.661,0.011821
21.662,0.011674
21.663,0.011529
21.664,0.011386
21.665,0.011245
21.666,0.011107
21.667,0.010971
21.668,0.010837
21.669,0.010705
21.67,0.010576
21.671,0.010448
21.672,0.010323
21.673,0.010199
21.674,0.010076
21.675,0.009956
21.676,0.009837
21.677,0.009719
21.678,0.009603
21.679,0.009489
21.68,0.009376
21.681,0.009265
21.682,0.009155
21.683,0.009046
21.684,0.008939
21.685,0.008834
21.686,0.00873
21.687,0.008627
21.688,0.008527
21.689,0.008428
21.69,0.008331
21.691,0.008235
21.692,0.008141
21.693,0.008049
21.694,0.007958
21.695,0.007869
21.696,0.007782
21.697,0.007695
21.698,0.00761
21.699,0.007526
21.7,0.007443
21.701,0.00736
21.702,0.007278
21.703,0.007197
21.704,0.007116
21.705,0.007037
21.706,0.006958
21.707,0.00688
21.708,0.006803
21.709,0.006726
21.71,0.00665
21.711,0.006575
21.712,0.006501
21.713,0.006427
21.714,0.006354
21.715,0.006281
21.716,0.00621
21.717,0.006139
21.718,0.006068
21.719,0.005998
21.72,0.005929
21.721,0.00586
21.722,0.005792
21.723,0.005724
21.724,0.005657
21.725,0.00559
21.726,0.005525
21.727,0.00546
21.728,0.005396
21.729,0.005333
21.73,0.005272
21.731,0.005211
21.732,0.005151
21.733,0.005093
21.734,0.005035
21.735,0.004978
21.736,0.004922
21.737,0.004867
21.738,0.004813
21.739,0.00476
21.74,0.004708
21.741,0.004656
21.742,0.004605
21.743,0.004555
21.744,0.004506
21.745,0.004457
21.746,0.00441
21.747,0.004363
21.748,0.004317
21.749,0.004272
21.75,0.004227
21.751,0.004184
21.752,0.004141
21.753,0.004099
21.754,0.004058
21.755,0.004017
21.756,0.003977
21.757,0.003937
21.758,0.003898
21.759,0.003859
21.76,0.003821
21.761,0.003783
21.762,0.003746
21.763,0.003709
21.764,0.003672
21.765,0.003636
21.766,0.003601
21.767,0.003566
21.768,0.003532
21.769,0.003499
21.77,0.003466
21.771,0.003434
21.772,0.003402
21.773,0.003371
21.774,0.00334
21.775,0.003309
21.776,0.003279
21.777,0.00325
21.778,0.00322
21.779,0.003191
21.78,0.003163
21.781,0.003134
21.782,0.003107
21.783,0.003079
21.784,0.003052
21.785,0.003026
21.786,0.003
21.787,0.002974
21.788,0.002949
21.789,0.002924
21.79,0.002899
21.791,0.002875
21.792,0.002851
21.793,0.002828
21.794,0.002805
21.795,0.002782
21.796,0.002759
21.797,0.002736
21.798,0.002713
21.799,0.00269
21.8,0.002668
21.801,0.002646
21.802,0.002623
21.803,0.002601
21.804,0.00258
21.805,0.002558
21.806,0.002537
21.807,0.002516
21.808,0.002496
21.809,0.002476
21.81,0.002456
21.811,0.002437
21.812,0.002418
21.813,0.002399
21.814,0.002381
21.815,0.002364
21.816,0.002346
21.817,0.002329
21.818,0.002312
21.819,0.002295
21.82,0.002278
21.821,0.002262
21.822,0.002245
21.823,0.002229
21.824,0.002213
21.825,0.002197
21.826,0.002181
21.827,0.002166
21.828,0.002151
21.829,0.002136
21.83,0.002121
21.831,0.002107
21.832,0.002092
21.833,0.002078
21.834,0.002064
21.835,0.00205
21.836,0.002036
21.837,0.002021
21.838,0.002007
21.839,0.001992
21.84,0.001978
21.841,0.001963
21.842,0.001948
21.843,0.001934
21.844,0.001919
21.845,0.001904
21.846,0.00189
21.847,0.001876
21.848,0.001862
21.849,0.001849
21.85,0.001836
21.851,0.001823
21.852,0.00181
21.853,0.001797
21.854,0.001785
21.855,0.001772
21.856,0.001758
21.857,0.001745
21.858,0.001732
21.859,0.001718
21.86,0.001705
21.861,0.001691
21.862,0.001677
21.863,0.001663
21.864,0.00165
21.865,0.001636
21.866,0.001623
21.867,0.00161
21.868,0.001597
21.869,0.001584
21.87,0.001572
21.871,0.001561
21.872,0.001549
21.873,0.001538
21.874,0.001527
21.875,0.001517
21.876,0.001506
21.877,0.001496
21.878,0.001486
21.879,0.001477
21.88,0.001468
21.881,0.001459
21.882,0.00145
21.883,0.001442
21.884,0.001435
21.885,0.001427
21.886,0.00142
21.887,0.001414
21.888,0.001407
21.889,0.001402
21.89,0.001396
21.891,0.001391
21.892,0.001386
21.893,0.001381
21.894,0.001376
21.895,0.001372
21.896,0.001367
21.897,0.001363
21.898,0.001358
21.899,0.001354
21.9,0.001349
21.901,0.001344
21.902,0.001339
21.903,0.001334
21.904,0.001329
21.905,0.001324
21.906,0.001319
21.907,0.001314
21.908,0.001309
21.909,0.001304
21.91,0.001299
21.911,0.001294
21.912,0.001289
21.913,0.001285
21.914,0.00128
21.915,0.001275
21.916,0.001269
21.917,0.001264
21.918,0.001258
21.919,0.001253
21.92,0.001246
21.921,0.00124
21.922,0.001233
21.923,0.001225
21.924,0.001217
21.925,0.001209
21.926,0.0012
21.927,0.001191
21.928,0.001182
21.929,0.001173
21.93,0.001163
21.931,0.001153
21.932,0.001143
21.933,0.001132
21.934,0.001122
21.935,0.001111
21.936,0.0011
21.937,0.001089
21.938,0.001184
21.939,0.001819
21.94,0.003775
21.941,0.007918
21.942,0.015024
21.943,0.025759
21.944,0.04068
21.945,0.060246
21.946,0.084821
21.947,0.114687
21.948,0.150045
21.949,0.191024
21.95,0.237688
21.951,0.290041
21.952,0.348033
21.953,0.411564
21.954,0.48049
21.955,0.554623
21.956,0.63373
21.957,0.717533
21.958,0.805719
21.959,0.897942
21.96,0.993833
21.961,1.092999
21.962,1.195034
21.963,1.299521
21.964,1.406035
21.965,1.514148
21.966,1.623431
21.967,1.733462
21.968,1.843819
21.969,1.954095
21.97,2.063888
21.971,2.172813
21.972,2.280498
21.973,2.386586
21.974,2.490738
21.975,2.592635
21.976,2.691975
21.977,2.788476
21.978,2.881879
21.979,2.971944
21.98,3.058451
21.981,3.141204
21.982,3.220027
21.983,3.294766
21.984,3.365284
21.985,3.431471
21.986,3.493231
21.987,3.550491
21.988,3.603195
21.989,3.651308
21.99,3.694811
21.991,3.733701
21.992,3.767993
21.993,3.797716
21.994,3.822915
21.995,3.843648
21.996,3.859984
21.997,3.872007
21.998,3.87981
21.999,3.883496
22,3.88318
22.001,3.878981
22.002,3.87103
22.003,3.859462
22.004,3.844418
22.005,3.826046
22.006,3.804495
22.007,3.779921
22.008,3.752481
22.009,3.722333
22.01,3.689639
22.011,3.654559
22.012,3.617255
22.013,3.577889
22.014,3.536619
22.015,3.493605
22.016,3.449003
22.017,3.402967
22.018,3.355648
22.019,3.307194
22.02,3.257749
22.021,3.207454
22.022,3.156444
22.023,3.104851
22.024,3.052803
22.025,3.000421
22.026,2.947822
22.027,2.895119
22.028,2.842418
22.029,2.78982
22.03,2.737421
22.031,2.685311
22.032,2.633576
22.033,2.582293
22.034,2.531539
22.035,2.48138
22.036,2.431879
22.037,2.383096
22.038,2.335082
22.039,2.287885
22.04,2.241548
22.041,2.196109
22.042,2.1516
22.043,2.108052
22.044,2.065487
22.045,2.023927
22.046,1.983388
22.047,1.943882
22.048,1.905417
22.049,1.867999
22.05,1.831629
22.051,1.796306
22.052,1.762026
22.053,1.728782
22.054,1.696564
22.055,1.665359
22.056,1.635154
22.057,1.605932
22.058,1.577676
22.059,1.550364
22.06,1.523977
22.061,1.498491
22.062,1.473882
22.063,1.450125
22.064,1.427195
22.065,1.405065
22.066,1.383708
22.067,1.363096
22.068,1.343201
22.069,1.323996
22.07,1.30545
22.071,1.287537
22.072,1.270227
22.073,1.253493
22.074,1.237306
22.075,1.221639
22.076,1.206464
22.077,1.191755
22.078,1.177486
22.079,1.163631
22.08,1.150166
22.081,1.137065
22.082,1.124306
22.083,1.111867
22.084,1.099725
22.085,1.087859
22.086,1.07625
22.087,1.064878
22.088,1.053725
22.089,1.042774
22.09,1.032008
22.091,1.021411
22.092,1.010968
22.093,1.000666
22.094,0.990492
22.095,0.980433
22.096,0.970478
22.097,0.960617
22.098,0.95084
22.099,0.941139
22.1,0.931504
22.101,0.92193
22.102,0.91241
22.103,0.902937
22.104,0.893507
22.105,0.884115
22.106,0.874757
22.107,0.86543
22.108,0.856132
22.109,0.84686
22.11,0.837612
22.111,0.828387
22.112,0.819185
22.113,0.810004
22.114,0.800846
22.115,0.79171
22.116,0.782597
22.117,0.773508
22.118,0.764445
22.119,0.755408
22.12,0.746399
22.121,0.737421
22.122,0.728475
22.123,0.719563
22.124,0.710689
22.125,0.701853
22.126,0.693059
22.127,0.68431
22.128,0.675608
22.129,0.666955
22.13,0.658354
22.131,0.649809
22.132,0.64132
22.133,0.632892
22.134,0.624526
22.135,0.616225
22.136,0.607991
22.137,0.599826
22.138,0.591734
22.139,0.583715
22.14,0.575772
22.141,0.567907
22.142,0.560122
22.143,0.552419
22.144,0.544799
22.145,0.537264
22.146,0.529815
22.147,0.522453
22.148,0.51518
22.149,0.507997
22.15,0.500904
22.151,0.493902
22.152,0.486991
22.153,0.480173
22.154,0.473447
22.155,0.466814
22.156,0.460273
22.157,0.453825
22.158,0.44747
22.159,0.441207
22.16,0.435037
22.161,0.428958
22.162,0.422971
22.163,0.417074
22.164,0.411268
22.165,0.405551
22.166,0.399923
22.167,0.394382
22.168,0.388929
22.169,0.383561
22.17,0.378278
22.171,0.373079
22.172,0.367962
22.173,0.362926
22.174,0.357971
22.175,0.353094
22.176,0.348294
22.177,0.34357
22.178,0.338921
22.179,0.334345
22.18,0.329841
22.181,0.325407
22.182,0.321043
22.183,0.316746
22.184,0.312516
22.185,0.308351
22.186,0.304251
22.187,0.300213
22.188,0.296237
22.189,0.29232
22.19,0.288462
22.191,0.284662
22.192,0.280918
22.193,0.277229
22.194,0.273594
22.195,0.270011
22.196,0.26648
22.197,0.262999
22.198,0.259567
22.199,0.256183
22.2,0.252847
22.201,0.249556
22.202,0.246311
22.203,0.243111
22.204,0.239954
22.205,0.236839
22.206,0.233766
22.207,0.230734
22.208,0.227742
22.209,0.22479
22.21,0.221876
22.211,0.219
22.212,0.216161
22.213,0.213359
22.214,0.210591
22.215,0.207859
22.216,0.205161
22.217,0.202497
22.218,0.199865
22.219,0.197265
22.22,0.194697
22.221,0.19216
22.222,0.189655
22.223,0.187179
22.224,0.184733
22.225,0.182317
22.226,0.17993
22.227,0.177572
22.228,0.175242
22.229,0.172941
22.23,0.170667
22.231,0.16842
22.232,0.1662
22.233,0.164007
22.234,0.161841
22.235,0.159701
22.236,0.157587
22.237,0.155498
22.238,0.153435
22.239,0.151396
22.24,0.149383
22.241,0.147394
22.242,0.14543
22.243,0.143489
22.244,0.141573
22.245,0.13968
22.246,0.137811
22.247,0.135965
22.248,0.134142
22.249,0.132342
22.25,0.130565
22.251,0.12881
22.252,0.127077
22.253,0.125366
22.254,0.123677
22.255,0.122009
22.256,0.120363
22.257,0.118737
22.258,0.117132
22.259,0.115547
22.26,0.113982
22.261,0.112438
22.262,0.110913
22.263,0.109408
22.264,0.107923
22.265,0.106457
22.266,0.105011
22.267,0.103584
22.268,0.102175
22.269,0.100785
22.27,0.099413
22.271,0.09806
22.272,0.096724
22.273,0.095406
22.274,0.094106
22.275,0.092823
22.276,0.091558
22.277,0.09031
22.278,0.089078
22.279,0.087864
22.28,0.086667
22.281,0.085486
22.282,0.084322
22.283,0.083173
22.284,0.082041
22.285,0.080925
22.286,0.079825
22.287,0.078739
22.288,0.077669
22.289,0.076615
22.29,0.075575
22.291,0.074549
22.292,0.073539
22.293,0.072542
22.294,0.07156
22.295,0.070591
22.296,0.069636
22.297,0.068694
22.298,0.067765
22.299,0.066849
22.3,0.065945
22.301,0.065053
22.302,0.064174
22.303,0.063307
22.304,0.062451
22.305,0.061607
22.306,0.060775
22.307,0.059954
22.308,0.059145
22.309,0.058346
22.31,0.057559
22.311,0.056782
22.312,0.056016
22.313,0.05526
22.314,0.054515
22.315,0.05378
22.316,0.053055
22.317,0.05234
22.318,0.051634
22.319,0.050938
22.32,0.050252
22.321,0.049574
22.322,0.048906
22.323,0.048246
22.324,0.047596
22.325,0.046954
22.326,0.046321
22.327,0.045697
22.328,0.045081
22.329,0.044474
22.33,0.043875
22.331,0.043284
22.332,0.042702
22.333,0.042127
22.334,0.041561
22.335,0.041002
22.336,0.040451
22.337,0.039906
22.338,0.03937
22.339,0.03884
22.34,0.038317
22.341,0.037801
22.342,0.037293
22.343,0.036791
22.344,0.036296
22.345,0.035808
22.346,0.035327
22.347,0.034853
22.348,0.034385
22.349,0.033925
22.35,0.03347
22.351,0.033022
22.352,0.03258
22.353,0.032144
22.354,0.031714
22.355,0.031289
22.356,0.030871
22.357,0.030457
22.358,0.03005
22.359,0.029648
22.36,0.029251
22.361,0.02886
22.362,0.028474
22.363,0.028094
22.364,0.027719
22.365,0.027349
22.366,0.026984
22.367,0.026625
22.368,0.026271
22.369,0.025921
22.37,0.025577
22.371,0.025238
22.372,0.024904
22.373,0.024575
22.374,0.02425
22.375,0.02393
22.376,0.023615
22.377,0.023304
22.378,0.022997
22.379,0.022695
22.38,0.022397
22.381,0.022103
22.382,0.021814
22.383,0.021529
22.384,0.021248
22.385,0.02097
22.386,0.020697
22.387,0.020428
22.388,0.020162
22.389,0.0199
22.39,0.019642
22.391,0.019387
22.392,0.019135
22.393,0.018887
22.394,0.018643
22.395,0.018401
22.396,0.018163
22.397,0.017928
22.398,0.017696
22.399,0.017467
22.4,0.017242
22.401,0.017019
22.402,0.016799
22.403,0.016582
22.404,0.016368
22.405,0.016158
22.406,0.01595
22.407,0.015746
22.408,0.015544
22.409,0.015345
22.41,0.01515
22.411,0.014957
22.412,0.014766
22.413,0.014579
22.414,0.014394
22.415,0.014212
22.416,0.014033
22.417,0.013856
22.418,0.013681
22.419,0.01351
22.42,0.01334
22.421,0.013173
22.422,0.013009
22.423,0.012847
22.424,0.012687
22.425,0.01253
22.426,0.012375
22.427,0.012222
22.428,0.012072
22.429,0.011924
22.43,0.011778
22.431,0.011634
22.432,0.011492
22.433,0.011353
22.434,0.011215
22.435,0.011079
22.436,0.010945
22.437,0.010813
22.438,0.010682
22.439,0.010552
22.44,0.010425
22.441,0.010298
22.442,0.010173
22.443,0.01005
22.444,0.009928
22.445,0.009808
22.446,0.00969
22.447,0.009573
22.448,0.009458
22.449,0.009345
22.45,0.009233
22.451,0.009123
22.452,0.009014
22.453,0.008906
22.454,0.0088
22.455,0.008694
22.456,0.00859
22.457,0.008486
22.458,0.008384
22.459,0.008283
22.46,0.008182
22.461,0.008083
22.462,0.007984
22.463,0.007886
22.464,0.00779
22.465,0.007694
22.466,0.0076
22.467,0.007507
22.468,0.007415
22.469,0.007325
22.47,0.007236
22.471,0.007148
22.472,0.007062
22.473,0.006977
22.474,0.006893
22.475,0.00681
22.476,0.006728
22.477,0.006648
22.478,0.006569
22.479,0.00649
22.48,0.006413
22.481,0.006337
22.482,0.006262
22.483,0.006188
22.484,0.006116
22.485,0.006045
22.486,0.005975
22.487,0.005906
22.488,0.005839
22.489,0.005773
22.49,0.005709
22.491,0.005645
22.492,0.005584
22.493,0.005523
22.494,0.005463
22.495,0.005405
22.496,0.005347
22.497,0.005291
22.498,0.005235
22.499,0.00518
22.5,0.005125
22.501,0.005071
22.502,0.005018
22.503,0.004966
22.504,0.004914
22.505,0.004863
22.506,0.004813
22.507,0.004764
22.508,0.004716
22.509,0.004669
22.51,0.004623
22.511,0.004577
22.512,0.004532
22.513,0.004487
22.514,0.004444
22.515,0.0044
22.516,0.004357
22.517,0.004315
22.518,0.004272
22.519,0.00423
22.52,0.004189
22.521,0.004147
22.522,0.004106
22.523,0.004065
22.524,0.004024
22.525,0.003984
22.526,0.003944
22.527,0.003905
22.528,0.003866
22.529,0.003827
22.53,0.003789
22.531,0.003751
22.532,0.003713
22.533,0.003676
22.534,0.003639
22.535,0.003603
22.536,0.003566
22.537,0.00353
22.538,0.003494
22.539,0.003458
22.54,0.003422
22.541,0.003386
22.542,0.003351
22.543,0.003317
22.544,0.003283
22.545,0.00325
22.546,0.003217
22.547,0.003185
22.548,0.003154
22.549,0.003124
22.55,0.003094
22.551,0.003064
22.552,0.003035
22.553,0.003007
22.554,0.002979
22.555,0.002952
22.556,0.002924
22.557,0.002898
22.558,0.002872
22.559,0.002846
22.56,0.002821
22.561,0.002796
22.562,0.002771
22.563,0.002748
22.564,0.002724
22.565,0.002702
22.566,0.002679
22.567,0.002657
22.568,0.002636
22.569,0.002614
22.57,0.002593
22.571,0.002572
22.572,0.002552
22.573,0.002532
22.574,0.002512
22.575,0.002492
22.576,0.002472
22.577,0.002453
22.578,0.002434
22.579,0.002414
22.58,0.002395
22.581,0.002377
22.582,0.002358
22.583,0.00234
22.584,0.002322
22.585,0.002304
22.586,0.002286
22.587,0.002269
22.588,0.002252
22.589,0.002234
22.59,0.002217
22.591,0.0022
22.592,0.002183
22.593,0.002166
22.594,0.002149
22.595,0.002132
22.596,0.002115
22.597,0.002098
22.598,0.00208
22.599,0.002063
22.6,0.002045
22.601,0.002028
22.602,0.00201
22.603,0.001993
22.604,0.001976
22.605,0.001959
22.606,0.001942
22.607,0.001926
22.608,0.00191
22.609,0.001895
22.61,0.00188
22.611,0.001865
22.612,0.001851
22.613,0.001836
22.614,0.001822
22.615,0.001808
22.616,0.001795
22.617,0.001781
22.618,0.001767
22.619,0.001754
22.62,0.001741
22.621,0.001727
22.622,0.001714
22.623,0.001701
22.624,0.001689
22.625,0.001676
22.626,0.001664
22.627,0.001653
22.628,0.001642
22.629,0.001631
22.63,0.001621
22.631,0.00161
22.632,0.0016
22.633,0.00159
22.634,0.00158
22.635,0.00157
22.636,0.00156
22.637,0.00155
22.638,0.00154
22.639,0.00153
22.64,0.00152
22.641,0.00151
22.642,0.0015
22.643,0.00149
22.644,0.00148
22.645,0.00147
22.646,0.00146
22.647,0.001451
22.648,0.001442
22.649,0.001432
22.65,0.001423
22.651,0.001415
22.652,0.001406
22.653,0.001398
22.654,0.001389
22.655,0.001381
22.656,0.001372
22.657,0.001364
22.658,0.001355
22.659,0.001347
22.66,0.001338
22.661,0.001329
22.662,0.00132
22.663,0.00131
22.664,0.001301
22.665,0.001291
22.666,0.001282
22.667,0.001272
22.668,0.001263
22.669,0.001254
22.67,0.001245
22.671,0.001236
22.672,0.001227
22.673,0.001218
22.674,0.001209
22.675,0.001201
22.676,0.001192
22.677,0.001183
22.678,0.001174
22.679,0.001166
22.68,0.001157
22.681,0.001149
22.682,0.00114
22.683,0.001132
22.684,0.001123
22.685,0.001115
22.686,0.001107
22.687,0.0011
22.688,0.001093
22.689,0.001086
22.69,0.001079
22.691,0.001073
22.692,0.001066
22.693,0.00106
22.694,0.001054
22.695,0.001048
22.696,0.001042
22.697,0.001036
22.698,0.00103
22.699,0.001024
22.7,0.001017
22.701,0.001011
22.702,0.001004
22.703,0.000997
22.704,0.00099
22.705,0.000984
22.706,0.000977
22.707,0.000971
22.708,0.001096
22.709,0.001864
22.71,0.004119
22.711,0.008735
22.712,0.016467
22.713,0.027957
22.714,0.043741
22.715,0.064257
22.716,0.089854
22.717,0.120794
22.718,0.157265
22.719,0.19938
22.72,0.247191
22.721,0.30069
22.722,0.359816
22.723,0.424459
22.724,0.494464
22.725,0.56963
22.726,0.649708
22.727,0.734408
22.728,0.823405
22.729,0.916345
22.73,1.012849
22.731,1.11252
22.732,1.214947
22.733,1.319711
22.734,1.426384
22.735,1.534538
22.736,1.643746
22.737,1.753585
22.738,1.86364
22.739,1.973501
22.74,2.082776
22.741,2.19108
22.742,2.298048
22.743,2.403328
22.744,2.506588
22.745,2.607513
22.746,2.705808
22.747,2.801199
22.748,2.893431
22.749,2.982271
22.75,3.067508
22.751,3.148951
22.752,3.226429
22.753,3.299795
22.754,3.368919
22.755,3.433696
22.756,3.494037
22.757,3.549873
22.758,3.601156
22.759,3.647854
22.76,3.689953
22.761,3.727456
22.762,3.760381
22.763,3.788763
22.764,3.812649
22.765,3.832101
22.766,3.847193
22.767,3.858009
22.768,3.864648
22.769,3.867214
22.77,3.865824
22.771,3.8606
22.772,3.851672
22.773,3.839179
22.774,3.823263
22.775,3.804071
22.776,3.781754
22.777,3.756468
22.778,3.72837
22.779,3.697618
22.78,3.664373
22.781,3.628796
22.782,3.591048
22.783,3.55129
22.784,3.50968
22.785,3.466376
22.786,3.421533
22.787,3.375304
22.788,3.327839
22.789,3.279284
22.79,3.229782
22.791,3.179471
22.792,3.128486
22.793,3.076958
22.794,3.02501
22.795,2.972763
22.796,2.920333
22.797,2.867829
22.798,2.815356
22.799,2.763014
22.8,2.710896
22.801,2.659091
22.802,2.607681
22.803,2.556745
22.804,2.506354
22.805,2.456576
22.806,2.407471
22.807,2.359096
22.808,2.311502
22.809,2.264736
22.81,2.218838
22.811,2.173844
22.812,2.129788
22.813,2.086695
22.814,2.04459
22.815,2.00349
22.816,1.963411
22.817,1.924364
22.818,1.886357
22.819,1.849393
22.82,1.813473
22.821,1.778596
22.822,1.744757
22.823,1.711946
22.824,1.680155
22.825,1.64937
22.826,1.619577
22.827,1.590759
22.828,1.562897
22.829,1.535971
22.83,1.509959
22.831,1.484839
22.832,1.460586
22.833,1.437174
22.834,1.414579
22.835,1.392772
22.836,1.371728
22.837,1.351417
22.838,1.331812
22.839,1.312886
22.84,1.294608
22.841,1.276952
22.842,1.259888
22.843,1.24339
22.844,1.227428
22.845,1.211977
22.846,1.197009
22.847,1.182497
22.848,1.168416
22.849,1.154741
22.85,1.141447
22.851,1.12851
22.852,1.115907
22.853,1.103616
22.854,1.091614
22.855,1.079882
22.856,1.0684
22.857,1.057148
22.858,1.046109
22.859,1.035266
22.86,1.024602
