Time,Value
31.807,0.002156
31.808,0.00214
31.809,0.002125
31.81,0.002109
31.811,0.002094
31.812,0.002079
31.813,0.002064
31.814,0.002049
31.815,0.002034
31.816,0.002019
31.817,0.002005
31.818,0.001991
31.819,0.001977
31.82,0.001963
31.821,0.001949
31.822,0.001935
31.823,0.001921
31.824,0.001907
31.825,0.001894
31.826,0.00188
31.827,0.001866
31.828,0.001851
31.829,0.001837
31.83,0.001823
31.831,0.001809
31.832,0.001794
31.833,0.00178
31.834,0.001766
31.835,0.001753
31.836,0.001739
31.837,0.001726
31.838,0.001713
31.839,0.0017
31.84,0.001687
31.841,0.001674
31.842,0.00166
31.843,0.001647
31.844,0.001633
31.845,0.001619
31.846,0.001605
31.847,0.001591
31.848,0.001576
31.849,0.001561
31.85,0.001546
31.851,0.00153
31.852,0.001515
31.853,0.0015
31.854,0.001485
31.855,0.001471
31.856,0.001456
31.857,0.001442
31.858,0.001427
31.859,0.001413
31.86,0.0014
31.861,0.001386
31.862,0.001373
31.863,0.00136
31.864,0.001347
31.865,0.001334
31.866,0.001321
31.867,0.001309
31.868,0.001297
31.869,0.001285
31.87,0.001273
31.871,0.001262
31.872,0.001251
31.873,0.001241
31.874,0.001232
31.875,0.001222
31.876,0.001213
31.877,0.001205
31.878,0.001196
31.879,0.001188
31.88,0.00118
31.881,0.001172
31.882,0.001164
31.883,0.001156
31.884,0.001148
31.885,0.00114
31.886,0.001133
31.887,0.001125
31.888,0.001117
31.889,0.001109
31.89,0.001102
31.891,0.001095
31.892,0.001088
31.893,0.001081
31.894,0.001075
31.895,0.00107
31.896,0.001065
31.897,0.00106
31.898,0.001056
31.899,0.001051
31.9,0.001048
31.901,0.001044
31.902,0.00104
31.903,0.001036
31.904,0.001033
31.905,0.001029
31.906,0.001026
31.907,0.001023
31.908,0.00102
31.909,0.001017
31.91,0.001015
31.911,0.001012
31.912,0.001011
31.913,0.001009
31.914,0.001008
31.915,0.001007
31.916,0.001005
31.917,0.001004
31.918,0.001003
31.919,0.001002
31.92,0.001132
31.921,0.001901
31.922,0.004155
31.923,0.008766
31.924,0.016489
31.925,0.027967
31.926,0.043736
31.927,0.064237
31.928,0.089815
31.929,0.120736
31.93,0.157186
31.931,0.19928
31.932,0.24707
31.933,0.300547
31.934,0.35965
31.935,0.424272
31.936,0.494257
31.937,0.569405
31.938,0.649468
31.939,0.734158
31.94,0.823151
31.941,0.916092
31.942,1.012604
31.943,1.11229
31.944,1.21474
31.945,1.319534
31.946,1.426245
31.947,1.534445
31.948,1.643706
31.949,1.753606
31.95,1.863727
31.951,1.973664
31.952,2.083019
31.953,2.19141
31.954,2.29847
31.955,2.403848
31.956,2.50721
31.957,2.608241
31.958,2.706645
31.959,2.802147
31.96,2.894493
31.961,2.983448
31.962,3.068801
31.963,3.15036
31.964,3.227954
31.965,3.301436
31.966,3.370676
31.967,3.435566
31.968,3.496019
31.969,3.551965
31.97,3.603356
31.971,3.650159
31.972,3.692361
31.973,3.729964
31.974,3.762986
31.975,3.791461
31.976,3.815436
31.977,3.834974
31.978,3.850147
31.979,3.861042
31.98,3.867754
31.981,3.870388
31.982,3.869061
31.983,3.863896
31.984,3.855023
31.985,3.842578
31.986,3.826706
31.987,3.807552
31.988,3.785269
31.989,3.760012
31.99,3.731938
31.991,3.701206
31.992,3.667976
31.993,3.632411
31.994,3.59467
31.995,3.554914
31.996,3.513303
31.997,3.469993
31.998,3.425141
31.999,3.378899
32,3.331417
32.001,3.282841
32.002,3.233315
32.003,3.182978
32.004,3.131962
32.005,3.0804
32.006,3.028416
32.007,2.97613
32.008,2.923659
32.009,2.871111
32.01,2.818592
32.011,2.766202
32.012,2.714034
32.013,2.662178
32.014,2.610717
32.015,2.559728
32.016,2.509283
32.017,2.45945
32.018,2.41029
32.019,2.361859
32.02,2.31421
32.021,2.267387
32.022,2.221432
32.023,2.176382
32.024,2.132269
32.025,2.08912
32.026,2.046958
32.027,2.005803
32.028,1.96567
32.029,1.926569
32.03,1.888509
32.031,1.851494
32.032,1.815524
32.033,1.780598
32.034,1.74671
32.035,1.713852
32.036,1.682014
32.037,1.651184
32.038,1.621347
32.039,1.592485
32.04,1.56458
32.041,1.537613
32.042,1.51156
32.043,1.4864
32.044,1.462107
32.045,1.438658
32.046,1.416025
32.047,1.394182
32.048,1.373102
32.049,1.352758
32.05,1.33312
32.051,1.314162
32.052,1.295854
32.053,1.278169
32.054,1.261078
32.055,1.244553
32.056,1.228566
32.057,1.213091
32.058,1.198099
32.059,1.183564
32.06,1.169462
32.061,1.155765
32.062,1.14245
32.063,1.129492
32.064,1.116869
32.065,1.104559
32.066,1.092539
32.067,1.080789
32.068,1.06929
32.069,1.058023
32.07,1.046969
32.071,1.036112
32.072,1.025434
32.073,1.014922
32.074,1.00456
32.075,0.994335
32.076,0.984234
32.077,0.974245
32.078,0.964357
32.079,0.95456
32.08,0.944845
32.081,0.935202
32.082,0.925624
32.083,0.916104
32.084,0.906636
32.085,0.897213
32.086,0.887831
32.087,0.878485
32.088,0.869173
32.089,0.859891
32.09,0.850635
32.091,0.841406
32.092,0.832199
32.093,0.823016
32.094,0.813854
32.095,0.804715
32.096,0.795596
32.097,0.786501
32.098,0.777428
32.099,0.768379
32.1,0.759356
32.101,0.750359
32.102,0.741392
32.103,0.732454
32.104,0.72355
32.105,0.71468
32.106,0.705847
32.107,0.697054
32.108,0.688303
32.109,0.679597
32.11,0.670938
32.111,0.662329
32.112,0.653772
32.113,0.645271
32.114,0.636827
32.115,0.628443
32.116,0.620122
32.117,0.611867
32.118,0.603679
32.119,0.595561
32.12,0.587515
32.121,0.579543
32.122,0.571648
32.123,0.563831
32.124,0.556093
32.125,0.548437
32.126,0.540865
32.127,0.533377
32.128,0.525975
32.129,0.51866
32.13,0.511434
32.131,0.504297
32.132,0.49725
32.133,0.490294
32.134,0.48343
32.135,0.476658
32.136,0.469978
32.137,0.463391
32.138,0.456896
32.139,0.450494
32.14,0.444185
32.141,0.437967
32.142,0.431841
32.143,0.425807
32.144,0.419862
32.145,0.414008
32.146,0.408243
32.147,0.402567
32.148,0.396979
32.149,0.391478
32.15,0.386063
32.151,0.380733
32.152,0.375488
32.153,0.370326
32.154,0.365246
32.155,0.360246
32.156,0.355327
32.157,0.350486
32.158,0.345723
32.159,0.341035
32.16,0.336422
32.161,0.331881
32.162,0.327412
32.163,0.323013
32.164,0.318683
32.165,0.31442
32.166,0.310224
32.167,0.306092
32.168,0.302024
32.169,0.298018
32.17,0.294073
32.171,0.290188
32.172,0.286362
32.173,0.282593
32.174,0.27888
32.175,0.275222
32.176,0.271618
32.177,0.268067
32.178,0.264566
32.179,0.261116
32.18,0.257715
32.181,0.254361
32.182,0.251054
32.183,0.247793
32.184,0.244577
32.185,0.241404
32.186,0.238274
32.187,0.235185
32.188,0.232138
32.189,0.229131
32.19,0.226164
32.191,0.223235
32.192,0.220344
32.193,0.21749
32.194,0.214673
32.195,0.211891
32.196,0.209144
32.197,0.206431
32.198,0.203752
32.199,0.201106
32.2,0.198492
32.201,0.195909
32.202,0.193358
32.203,0.190838
32.204,0.188348
32.205,0.185888
32.206,0.183457
32.207,0.181055
32.208,0.178682
32.209,0.176337
32.21,0.17402
32.211,0.171731
32.212,0.16947
32.213,0.167235
32.214,0.165027
32.215,0.162846
32.216,0.160691
32.217,0.158562
32.218,0.156458
32.219,0.15438
32.22,0.152327
32.221,0.150299
32.222,0.148295
32.223,0.146316
32.224,0.14436
32.225,0.142428
32.226,0.14052
32.227,0.138636
32.228,0.136774
32.229,0.134936
32.23,0.13312
32.231,0.131327
32.232,0.129557
32.233,0.127808
32.234,0.126082
32.235,0.124379
32.236,0.122697
32.237,0.121036
32.238,0.119398
32.239,0.11778
32.24,0.116184
32.241,0.114609
32.242,0.113054
32.243,0.111519
32.244,0.110005
32.245,0.108511
32.246,0.107036
32.247,0.105581
32.248,0.104145
32.249,0.102729
32.25,0.101331
32.251,0.099953
32.252,0.098593
32.253,0.097252
32.254,0.095929
32.255,0.094624
32.256,0.093337
32.257,0.092068
32.258,0.090817
32.259,0.089583
32.26,0.088366
32.261,0.087165
32.262,0.085981
32.263,0.084813
32.264,0.083661
32.265,0.082525
32.266,0.081404
32.267,0.080298
32.268,0.079207
32.269,0.078132
32.27,0.07707
32.271,0.076024
32.272,0.074992
32.273,0.073974
32.274,0.07297
32.275,0.07198
32.276,0.071003
32.277,0.070041
32.278,0.069091
32.279,0.068154
32.28,0.067231
32.281,0.066319
32.282,0.065421
32.283,0.064534
32.284,0.063659
32.285,0.062796
32.286,0.061945
32.287,0.061105
32.288,0.060277
32.289,0.05946
32.29,0.058655
32.291,0.05786
32.292,0.057078
32.293,0.056306
32.294,0.055546
32.295,0.054796
32.296,0.054058
32.297,0.053329
32.298,0.052612
32.299,0.051904
32.3,0.051207
32.301,0.050519
32.302,0.049841
32.303,0.049173
32.304,0.048513
32.305,0.047863
32.306,0.047222
32.307,0.046589
32.308,0.045966
32.309,0.045351
32.31,0.044744
32.311,0.044146
32.312,0.043556
32.313,0.042975
32.314,0.042401
32.315,0.041836
32.316,0.041278
32.317,0.040727
32.318,0.040185
32.319,0.039649
32.32,0.039121
32.321,0.038599
32.322,0.038084
32.323,0.037576
32.324,0.037075
32.325,0.036579
32.326,0.03609
32.327,0.035608
32.328,0.035131
32.329,0.034661
32.33,0.034197
32.331,0.033739
32.332,0.033287
32.333,0.032841
32.334,0.032401
32.335,0.031967
32.336,0.031539
32.337,0.031116
32.338,0.0307
32.339,0.030288
32.34,0.029882
32.341,0.029482
32.342,0.029086
32.343,0.028696
32.344,0.028311
32.345,0.027932
32.346,0.027557
32.347,0.027187
32.348,0.026823
32.349,0.026463
32.35,0.026108
32.351,0.025759
32.352,0.025414
32.353,0.025075
32.354,0.024741
32.355,0.024411
32.356,0.024087
32.357,0.023767
32.358,0.023453
32.359,0.023143
32.36,0.022838
32.361,0.022537
32.362,0.022241
32.363,0.021949
32.364,0.021661
32.365,0.021377
32.366,0.021097
32.367,0.020821
32.368,0.020549
32.369,0.020281
32.37,0.020016
32.371,0.019755
32.372,0.019497
32.373,0.019243
32.374,0.018993
32.375,0.018746
32.376,0.018503
32.377,0.018263
32.378,0.018026
32.379,0.017793
32.38,0.017563
32.381,0.017336
32.382,0.017112
32.383,0.016891
32.384,0.016673
32.385,0.016458
32.386,0.016245
32.387,0.016036
32.388,0.015829
32.389,0.015625
32.39,0.015424
32.391,0.015226
32.392,0.015031
32.393,0.014839
32.394,0.014651
32.395,0.014465
32.396,0.014282
32.397,0.014103
32.398,0.013926
32.399,0.013752
32.4,0.013581
32.401,0.013413
32.402,0.013247
32.403,0.013084
32.404,0.012923
32.405,0.012764
32.406,0.012608
32.407,0.012454
32.408,0.012302
32.409,0.012152
32.41,0.012004
32.411,0.011858
32.412,0.011714
32.413,0.011573
32.414,0.011433
32.415,0.011295
32.416,0.01116
32.417,0.011026
32.418,0.010894
32.419,0.010764
32.42,0.010635
32.421,0.010509
32.422,0.010384
32.423,0.010261
32.424,0.010139
32.425,0.010019
32.426,0.0099
32.427,0.009783
32.428,0.009667
32.429,0.009553
32.43,0.00944
32.431,0.009329
32.432,0.009219
32.433,0.00911
32.434,0.009003
32.435,0.008898
32.436,0.008794
32.437,0.008691
32.438,0.008589
32.439,0.008489
32.44,0.008389
32.441,0.008291
32.442,0.008193
32.443,0.008097
32.444,0.008001
32.445,0.007906
32.446,0.007812
32.447,0.007719
32.448,0.007627
32.449,0.007536
32.45,0.007446
32.451,0.007357
32.452,0.007269
32.453,0.007182
32.454,0.007097
32.455,0.007013
32.456,0.00693
32.457,0.006849
32.458,0.006769
32.459,0.006691
32.46,0.006613
32.461,0.006536
32.462,0.006461
32.463,0.006386
32.464,0.006312
32.465,0.006239
32.466,0.006167
32.467,0.006095
32.468,0.006024
32.469,0.005954
32.47,0.005885
32.471,0.005816
32.472,0.005749
32.473,0.005683
32.474,0.005617
32.475,0.005553
32.476,0.00549
32.477,0.005429
32.478,0.005368
32.479,0.005308
32.48,0.005248
32.481,0.00519
32.482,0.005132
32.483,0.005075
32.484,0.005019
32.485,0.004964
32.486,0.00491
32.487,0.004856
32.488,0.004804
32.489,0.004752
32.49,0.004701
32.491,0.00465
32.492,0.004601
32.493,0.004553
32.494,0.004505
32.495,0.004458
32.496,0.004412
32.497,0.004366
32.498,0.004321
32.499,0.004276
32.5,0.004232
32.501,0.004189
32.502,0.004145
32.503,0.004103
32.504,0.00406
32.505,0.004018
32.506,0.003977
32.507,0.003936
32.508,0.003896
32.509,0.003857
32.51,0.003818
32.511,0.003779
32.512,0.003742
32.513,0.003704
32.514,0.003668
32.515,0.003632
32.516,0.003596
32.517,0.003561
32.518,0.003526
32.519,0.003491
32.52,0.003457
32.521,0.003423
32.522,0.00339
32.523,0.003357
32.524,0.003325
32.525,0.003292
32.526,0.00326
32.527,0.003229
32.528,0.003197
32.529,0.003167
32.53,0.003136
32.531,0.003106
32.532,0.003076
32.533,0.003046
32.534,0.003017
32.535,0.002988
32.536,0.00296
32.537,0.002932
32.538,0.002905
32.539,0.002878
32.54,0.002851
32.541,0.002824
32.542,0.002797
32.543,0.00277
32.544,0.002744
32.545,0.002717
32.546,0.00269
32.547,0.002663
32.548,0.002637
32.549,0.002611
32.55,0.002585
32.551,0.00256
32.552,0.002535
32.553,0.002511
32.554,0.002488
32.555,0.002465
32.556,0.002443
32.557,0.002421
32.558,0.0024
32.559,0.00238
32.56,0.00236
32.561,0.00234
32.562,0.002321
32.563,0.002303
32.564,0.002284
32.565,0.002266
32.566,0.002248
32.567,0.00223
32.568,0.002213
32.569,0.002196
32.57,0.00218
32.571,0.002164
32.572,0.002148
32.573,0.002133
32.574,0.002119
32.575,0.002105
32.576,0.002091
32.577,0.002078
32.578,0.002066
32.579,0.002053
32.58,0.002041
32.581,0.002029
32.582,0.002017
32.583,0.002005
32.584,0.001993
32.585,0.00198
32.586,0.001968
32.587,0.001955
32.588,0.001942
32.589,0.001928
32.59,0.001915
32.591,0.001901
32.592,0.001887
32.593,0.001874
32.594,0.00186
32.595,0.001847
32.596,0.001834
32.597,0.001821
32.598,0.001808
32.599,0.001796
32.6,0.001783
32.601,0.001771
32.602,0.001759
32.603,0.001747
32.604,0.001735
32.605,0.001723
32.606,0.001711
32.607,0.001698
32.608,0.001686
32.609,0.001674
32.61,0.001662
32.611,0.00165
32.612,0.001638
32.613,0.001626
32.614,0.001615
32.615,0.001604
32.616,0.001593
32.617,0.001582
32.618,0.001571
32.619,0.001561
32.62,0.00155
32.621,0.00154
32.622,0.00153
32.623,0.00152
32.624,0.001509
32.625,0.001499
32.626,0.00149
32.627,0.00148
32.628,0.001471
32.629,0.001462
32.63,0.001453
32.631,0.001444
32.632,0.001435
32.633,0.001427
32.634,0.001419
32.635,0.001411
32.636,0.001403
32.637,0.001395
32.638,0.001387
32.639,0.001378
32.64,0.00137
32.641,0.001361
32.642,0.001353
32.643,0.001344
32.644,0.001335
32.645,0.001326
32.646,0.001318
32.647,0.001309
32.648,0.001301
32.649,0.001292
32.65,0.001284
32.651,0.001276
32.652,0.001268
32.653,0.00126
32.654,0.001252
32.655,0.001245
32.656,0.001238
32.657,0.001232
32.658,0.001225
32.659,0.001219
32.66,0.001213
32.661,0.001206
32.662,0.0012
32.663,0.001194
32.664,0.001188
32.665,0.001182
32.666,0.001175
32.667,0.001169
32.668,0.001162
32.669,0.001155
32.67,0.001149
32.671,0.001142
32.672,0.001136
32.673,0.001129
32.674,0.001123
32.675,0.001117
32.676,0.001111
32.677,0.001105
32.678,0.001099
32.679,0.001093
32.68,0.001088
32.681,0.001082
32.682,0.001077
32.683,0.001071
32.684,0.001066
32.685,0.00106
32.686,0.001055
32.687,0.001049
32.688,0.001164
32.689,0.001879
32.69,0.004011
32.691,0.00843
32.692,0.015899
32.693,0.02707
32.694,0.042489
32.695,0.062602
32.696,0.087765
32.697,0.118248
32.698,0.154244
32.699,0.195875
32.7,0.243196
32.701,0.296205
32.702,0.354844
32.703,0.41901
32.704,0.488554
32.705,0.563281
32.706,0.642953
32.707,0.727287
32.708,0.815968
32.709,0.908644
32.71,1.004944
32.711,1.104475
32.712,1.206826
32.713,1.311582
32.714,1.418314
32.715,1.526596
32.716,1.636
32.717,1.746101
32.718,1.856481
32.719,1.966731
32.72,2.076454
32.721,2.185263
32.722,2.29279
32.723,2.398679
32.724,2.502594
32.725,2.604216
32.726,2.703248
32.727,2.799409
32.728,2.892441
32.729,2.982109
32.73,3.068194
32.731,3.150504
32.732,3.228863
32.733,3.30312
32.734,3.373143
32.735,3.438821
32.736,3.500063
32.737,3.556796
32.738,3.608969
32.739,3.656546
32.74,3.699511
32.741,3.737864
32.742,3.77162
32.743,3.800812
32.744,3.825486
32.745,3.845699
32.746,3.861525
32.747,3.873047
32.748,3.880361
32.749,3.883571
32.75,3.882791
32.751,3.878144
32.752,3.86976
32.753,3.857775
32.754,3.842331
32.755,3.823575
32.756,3.801659
32.757,3.776737
32.758,3.748966
32.759,3.718507
32.76,3.68552
32.761,3.650166
32.762,3.612607
32.763,3.573003
32.764,3.531514
32.765,3.488299
32.766,3.443514
32.767,3.397313
32.768,3.349845
32.769,3.30126
32.77,3.251701
32.771,3.201307
32.772,3.150214
32.773,3.098554
32.774,3.046453
32.775,2.994032
32.776,2.941408
32.777,2.888693
32.778,2.835992
32.779,2.783405
32.78,2.731029
32.781,2.678952
32.782,2.627258
32.783,2.576027
32.784,2.525332
32.785,2.47524
32.786,2.425815
32.787,2.377113
32.788,2.329186
32.789,2.282083
32.79,2.235844
32.791,2.190509
32.792,2.146108
32.793,2.102671
32.794,2.060222
32.795,2.01878
32.796,1.97836
32.797,1.938975
32.798,1.900634
32.799,1.863339
32.8,1.827093
32.801,1.791894
32.802,1.757738
32.803,1.724616
32.804,1.692519
32.805,1.661434
32.806,1.631348
32.807,1.602242
32.808,1.5741
32.809,1.546902
32.81,1.520624
32.811,1.495246
32.812,1.470742
32.813,1.447087
32.814,1.424257
32.815,1.402223
32.816,1.380959
32.817,1.360436
32.818,1.340628
32.819,1.321505
32.82,1.303039
32.821,1.285201
32.822,1.267963
32.823,1.251298
32.824,1.235176
32.825,1.219571
32.826,1.204456
32.827,1.189803
32.828,1.175587
32.829,1.161783
32.83,1.148365
32.831,1.13531
32.832,1.122594
32.833,1.110195
32.834,1.098091
32.835,1.086261
32.836,1.074685
32.837,1.063345
32.838,1.052221
32.839,1.041296
32.84,1.030555
32.841,1.019981
32.842,1.009559
32.843,0.999276
32.844,0.98912
32.845,0.979077
32.846,0.969137
32.847,0.959289
32.848,0.949524
32.849,0.939833
32.85,0.930209
32.851,0.920645
32.852,0.911133
32.853,0.901669
32.854,0.892246
32.855,0.882862
32.856,0.873511
32.857,0.864192
32.858,0.8549
32.859,0.845634
32.86,0.836392
32.861,0.827174
32.862,0.817978
32.863,0.808803
32.864,0.799651
32.865,0.790521
32.866,0.781414
32.867,0.772331
32.868,0.763274
32.869,0.754244
32.87,0.745242
32.871,0.736271
32.872,0.727333
32.873,0.71843
32.874,0.709564
32.875,0.700738
32.876,0.691955
32.877,0.683216
32.878,0.674524
32.879,0.665882
32.88,0.657293
32.881,0.648759
32.882,0.640282
32.883,0.631865
32.884,0.62351
32.885,0.61522
32.886,0.606997
32.887,0.598843
32.888,0.590761
32.889,0.582752
32.89,0.57482
32.891,0.566965
32.892,0.55919
32.893,0.551497
32.894,0.543887
32.895,0.536362
32.896,0.528922
32.897,0.52157
32.898,0.514306
32.899,0.507131
32.9,0.500046
32.901,0.493052
32.902,0.486149
32.903,0.479339
32.904,0.47262
32.905,0.465994
32.906,0.459461
32.907,0.453021
32.908,0.446673
32.909,0.440418
32.91,0.434255
32.911,0.428183
32.912,0.422203
32.913,0.416314
32.914,0.410515
32.915,0.404806
32.916,0.399185
32.917,0.393653
32.918,0.388207
32.919,0.382846
32.92,0.377571
32.921,0.372379
32.922,0.367269
32.923,0.362241
32.924,0.357293
32.925,0.352423
32.926,0.34763
32.927,0.342914
32.928,0.338272
32.929,0.333704
32.93,0.329208
32.931,0.324784
32.932,0.320429
32.933,0.316142
32.934,0.311923
32.935,0.307769
32.936,0.303679
32.937,0.299652
32.938,0.295687
32.939,0.291782
32.94,0.287935
32.941,0.284146
32.942,0.280413
32.943,0.276735
32.944,0.27311
32.945,0.269538
32.946,0.266017
32.947,0.262547
32.948,0.259125
32.949,0.255751
32.95,0.252424
32.951,0.249143
32.952,0.245907
32.953,0.242715
32.954,0.239566
32.955,0.23646
32.956,0.233394
32.957,0.230369
32.958,0.227384
32.959,0.224437
32.96,0.221528
32.961,0.218657
32.962,0.215822
32.963,0.213023
32.964,0.210259
32.965,0.20753
32.966,0.204834
32.967,0.202171
32.968,0.199542
32.969,0.196944
32.97,0.194378
32.971,0.191844
32.972,0.189341
32.973,0.186868
32.974,0.184425
32.975,0.182013
32.976,0.17963
32.977,0.177275
32.978,0.17495
32.979,0.172652
32.98,0.170383
32.981,0.16814
32.982,0.165925
32.983,0.163736
32.984,0.161573
32.985,0.159436
32.986,0.157325
32.987,0.155239
32.988,0.153179
32.989,0.151143
32.99,0.149131
32.991,0.147144
32.992,0.145181
32.993,0.143242
32.994,0.141327
32.995,0.139435
32.996,0.137567
32.997,0.135722
32.998,0.133901
32.999,0.132101
33,0.130325
33.001,0.12857
33.002,0.126838
33.003,0.125127
33.004,0.123438
33.005,0.121771
33.006,0.120125
33.007,0.118499
33.008,0.116895
33.009,0.115312
33.01,0.113749
33.011,0.112207
33.012,0.110685
33.013,0.109184
33.014,0.107702
33.015,0.106241
33.016,0.104799
33.017,0.103377
33.018,0.101973
33.019,0.100589
33.02,0.099222
33.021,0.097875
33.022,0.096545
33.023,0.095232
33.024,0.093938
33.025,0.09266
33.026,0.091399
33.027,0.090156
33.028,0.088929
33.029,0.087718
33.03,0.086524
33.031,0.085347
33.032,0.084185
33.033,0.083039
33.034,0.08191
33.035,0.080795
33.036,0.079697
33.037,0.078613
33.038,0.077544
33.039,0.07649
33.04,0.07545
33.041,0.074425
33.042,0.073413
33.043,0.072416
33.044,0.071432
33.045,0.070461
33.046,0.069504
33.047,0.06856
33.048,0.067629
33.049,0.066712
33.05,0.065807
33.051,0.064915
33.052,0.064035
33.053,0.063168
33.054,0.062313
33.055,0.06147
33.056,0.060639
33.057,0.05982
33.058,0.059011
33.059,0.058214
33.06,0.057428
33.061,0.056653
33.062,0.055888
33.063,0.055133
33.064,0.054389
33.065,0.053655
33.066,0.052931
33.067,0.052217
33.068,0.051513
33.069,0.050819
33.07,0.050134
33.071,0.049459
33.072,0.048793
33.073,0.048136
33.074,0.047489
33.075,0.046851
33.076,0.046222
33.077,0.045601
33.078,0.044988
33.079,0.044385
33.08,0.043789
33.081,0.043201
33.082,0.042622
33.083,0.04205
33.084,0.041486
33.085,0.040929
33.086,0.04038
33.087,0.039837
33.088,0.039302
33.089,0.038774
33.09,0.038253
33.091,0.03774
33.092,0.037233
33.093,0.036733
33.094,0.03624
33.095,0.035754
33.096,0.035275
33.097,0.034802
33.098,0.034336
33.099,0.033875
33.1,0.033422
33.101,0.032974
33.102,0.032532
33.103,0.032096
33.104,0.031665
33.105,0.03124
33.106,0.030821
33.107,0.030408
33.108,0.029999
33.109,0.029596
33.11,0.029199
33.111,0.028807
33.112,0.02842
33.113,0.028038
33.114,0.027662
33.115,0.027291
33.116,0.026926
33.117,0.026566
33.118,0.026211
33.119,0.025861
33.12,0.025516
33.121,0.025176
33.122,0.024841
33.123,0.024511
33.124,0.024185
33.125,0.023863
33.126,0.023546
33.127,0.023234
33.128,0.022925
33.129,0.022621
33.13,0.022321
33.131,0.022026
33.132,0.021735
33.133,0.021448
33.134,0.021165
33.135,0.020887
33.136,0.020612
33.137,0.020342
33.138,0.020075
33.139,0.019812
33.14,0.019552
33.141,0.019297
33.142,0.019045
33.143,0.018797
33.144,0.018552
33.145,0.018311
33.146,0.018073
33.147,0.017839
33.148,0.017609
33.149,0.017381
33.15,0.017157
33.151,0.016937
33.152,0.01672
33.153,0.016507
33.154,0.016297
33.155,0.01609
33.156,0.015887
33.157,0.015687
33.158,0.01549
33.159,0.015297
33.16,0.015106
33.161,0.014918
33.162,0.014733
33.163,0.01455
33.164,0.01437
33.165,0.014192
33.166,0.014016
33.167,0.013843
33.168,0.013672
33.169,0.013503
33.17,0.013336
33.171,0.013172
33.172,0.01301
33.173,0.012851
33.174,0.012694
33.175,0.01254
33.176,0.012388
33.177,0.012238
33.178,0.01209
33.179,0.011944
33.18,0.011801
33.181,0.011659
33.182,0.011519
33.183,0.01138
33.184,0.011244
33.185,0.011109
33.186,0.010976
33.187,0.010845
33.188,0.010716
33.189,0.010588
33.19,0.010462
33.191,0.010338
33.192,0.010215
33.193,0.010094
33.194,0.009975
33.195,0.009857
33.196,0.009741
33.197,0.009627
33.198,0.009514
33.199,0.009402
33.2,0.009292
33.201,0.009183
33.202,0.009075
33.203,0.008968
33.204,0.008861
33.205,0.008756
33.206,0.008651
33.207,0.008548
33.208,0.008446
33.209,0.008344
33.21,0.008244
33.211,0.008144
33.212,0.008046
33.213,0.007949
33.214,0.007853
33.215,0.007758
33.216,0.007665
33.217,0.007573
33.218,0.007482
33.219,0.007392
33.22,0.007304
33.221,0.007216
33.222,0.007129
33.223,0.007043
33.224,0.006959
33.225,0.006875
33.226,0.006792
33.227,0.00671
33.228,0.00663
33.229,0.00655
33.23,0.006471
33.231,0.006394
33.232,0.006318
33.233,0.006244
33.234,0.00617
33.235,0.006098
33.236,0.006028
33.237,0.005958
33.238,0.00589
33.239,0.005824
33.24,0.005758
33.241,0.005694
33.242,0.005631
33.243,0.005569
33.244,0.005508
33.245,0.005448
33.246,0.005389
33.247,0.005331
33.248,0.005274
33.249,0.005218
33.25,0.005163
33.251,0.005109
33.252,0.005056
33.253,0.005003
33.254,0.004952
33.255,0.004902
33.256,0.004852
33.257,0.004803
33.258,0.004755
33.259,0.004708
33.26,0.004661
33.261,0.004615
33.262,0.004569
33.263,0.004524
33.264,0.004478
33.265,0.004434
33.266,0.004389
33.267,0.004345
33.268,0.004302
33.269,0.004258
33.27,0.004216
33.271,0.004173
33.272,0.004131
33.273,0.00409
33.274,0.004049
33.275,0.004009
33.276,0.003969
33.277,0.003929
33.278,0.00389
33.279,0.003851
33.28,0.003813
33.281,0.003775
33.282,0.003737
33.283,0.003699
33.284,0.003662
33.285,0.003625
33.286,0.003589
33.287,0.003553
33.288,0.003517
33.289,0.003481
33.29,0.003447
33.291,0.003412
33.292,0.003378
33.293,0.003345
33.294,0.003313
33.295,0.00328
33.296,0.003249
33.297,0.003217
33.298,0.003186
33.299,0.003155
33.3,0.003125
33.301,0.003094
33.302,0.003064
33.303,0.003034
33.304,0.003004
33.305,0.002974
33.306,0.002944
33.307,0.002914
33.308,0.002884
33.309,0.002854
33.31,0.002825
33.311,0.002796
33.312,0.002767
33.313,0.002738
33.314,0.00271
33.315,0.002682
33.316,0.002655
33.317,0.002628
33.318,0.002602
33.319,0.002577
33.32,0.002552
33.321,0.002527
33.322,0.002502
33.323,0.002478
33.324,0.002454
33.325,0.002431
33.326,0.002407
33.327,0.002384
33.328,0.002361
33.329,0.002339
33.33,0.002317
33.331,0.002296
33.332,0.002275
33.333,0.002255
33.334,0.002235
33.335,0.002215
33.336,0.002195
33.337,0.002176
33.338,0.002158
33.339,0.002139
33.34,0.002121
33.341,0.002102
33.342,0.002084
33.343,0.002065
33.344,0.002047
33.345,0.002028
33.346,0.00201
33.347,0.001991
33.348,0.001973
33.349,0.001956
33.35,0.001939
33.351,0.001922
33.352,0.001905
33.353,0.001889
33.354,0.001874
33.355,0.001859
33.356,0.001845
33.357,0.001831
33.358,0.001818
33.359,0.001804
33.36,0.001791
33.361,0.001778
