Voltage_0,Voltage_1
0.834418,0.941428
0.832807,0.993965
0.834418,1.053916
0.833129,1.088727
0.832484,1.139653
0.832807,1.184455
0.834096,1.210563
0.829261,1.219587
0.833774,1.215075
0.831517,1.190901
0.834741,1.130628
0.833774,1.037478
0.83055,0.945295
0.836997,0.869551
0.831195,0.819914
0.831517,0.797674
0.834741,0.792195
0.834741,0.79993
0.832807,0.812823
0.834418,0.821203
0.831195,0.832484
0.832162,0.834096
0.83055,0.844732
0.833774,0.858914
0.832162,0.877931
0.832162,0.898559
0.832807,0.913708
0.834096,0.928857
0.834096,0.939816
0.834096,0.940138
0.838608,0.930469
0.835063,0.912741
0.835708,0.893725
0.834741,0.873419
0.833129,0.854402
0.833129,0.840542
0.836352,0.831517
0.83184,0.828617
0.834741,0.835063
0.834418,0.849567
0.834096,0.865361
0.832484,0.895981
0.835708,0.942072
0.835063,1.002668
0.835385,1.0739
0.836352,1.137396
0.835063,1.186066
,
2,
100,100
20-10-23,20-10-23
27:30.0,27:30.0
Volts,Volts
Time,Time
1.20E+00,1.20E+00
0.001,0.001
,
Voltage,Voltage_0
0.83603,1.218298
0.836674,1.229579
0.833774,1.209918
0.834418,1.160281
0.838286,1.08776
0.835708,1.006536
0.835385,0.932403
0.829906,0.879865
0.832807,0.843121
0.83184,0.820559
0.832484,0.810889
0.829583,0.815724
0.831195,0.821848
0.83184,0.849567
0.829261,0.885667
0.834418,0.93337
0.830228,0.991064
0.832162,1.065197
0.830873,1.150934
0.83184,1.237315
0.830873,1.306935
0.829583,1.329175
0.826038,1.300811
0.830228,1.247951
0.829906,1.157058
0.829906,1.065842
0.828617,0.974949
0.824104,0.908229
0.828939,0.855691
0.828294,0.817658
0.825716,0.79155
0.824749,0.777368
0.823459,0.780914
0.829261,0.790261
0.827327,0.803153
0.825716,0.819269
0.827327,0.843121
0.827327,0.877609
0.825716,0.907584
0.826683,0.941105
0.825716,0.97237
0.826038,1.003635
0.825071,1.028131
0.825071,1.041668
0.825716,1.043924
0.824749,1.024263
0.824104,0.997833
0.825071,0.96399
0.827327,0.926601
0.826683,0.89308
0.826683,0.869228
0.826683,0.853757
0.827972,0.845699
0.826683,0.855047
0.825393,0.849245
0.826038,0.85827
0.825071,0.871162
0.824749,0.890179
0.825071,0.916287
0.827972,0.944651
0.827005,0.986874
0.828939,1.031999
0.825716,1.059396
0.828294,1.060363
0.832807,1.036511
0.82765,0.992354
0.829583,0.940461
0.826683,0.89308
0.827972,0.857303
0.827327,0.84441
0.82765,0.844732
0.825716,0.859881
0.82636,0.880832
0.82636,0.899526
0.827972,0.91113
0.82765,0.913708
0.824749,0.929179
0.82636,0.945618
0.828939,0.963667
0.829906,0.979783
0.829583,0.997511
0.829261,1.015883
0.827005,1.034255
0.827972,1.045214
0.827005,1.041024
0.826683,1.026519
0.826683,0.987841
0.828294,0.950775
0.825071,0.921122
0.826683,0.904039
0.82636,0.900171
0.82636,0.904039
0.827005,0.902427
